year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc2,s_adj_supply_fcc3,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2016,604,445,Koochiching,0,.52205777,0,.33165216,0,.19040561,94.804832,299.29593,336.96753,10.081962,2.5741119,.071189396,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,55,82,55,84,8,84,62,14,77,79,20,78,63.527866,64,64,0,36,46,43,11
2017,604,445,Koochiching,.033148468,.43070576,0,.23683356,.014745934,.19387221,79.797539,820.21735,127.23508,11.980645,1.1427524,.055555847,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,77,82,71,69,10,65,65,5,85,14,22,25,54.98732,55,55,0,45,41,46,13
2018,604,445,Koochiching,0,.35550326,0,.20077921,0,.15472405,94.85186,333.62756,277.98441,10.70349,1.4834195,-.089225434,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,84,82,77,84.5,18,84.5,77,13,86,74,28,77,56.477459,56,56,0,44,41,47,12
2012,467,393,Lac qui Parle,0,.44745779,3.1838642e-06,.37038633,0,.077068262,95.243645,396.80634,,69.663445,,.56359035,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,73,77,51,44,32,44,53,17,73,,51,,82.775703,83,83,0,17,57,36,7
2013,467,393,Lac qui Parle,0,.44808358,3.1838642e-06,.36875576,0,.079324625,93.650391,120.7253,123.73044,18.907043,1.1074522,.11170699,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,78,78,58,70.5,32,70.5,51,13,7,6,42,10,82.296204,82,82,0,18,56,37,7
2014,467,393,Lac qui Parle,.00036705469,.5219655,.017109176,.35702047,8.1120816e-06,.14783584,95.563942,180.48543,142.71748,17.984888,1.1684226,.070190549,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,70,73,59,55,13,57,63,23,50,17,68,16,68.399246,68,68,3,28,51,40,10
2015,467,393,Lac qui Parle,.00021829079,.5219357,.018099727,.35985935,9.3957151e-06,.14397663,96.112038,167.58185,144.17586,17.971014,1.1542108,.063685998,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,64,72,54,62,18,63,65,25,36,24,70,16,68.947067,69,69,3,28,49,41,10
2016,467,393,Lac qui Parle,.000042234311,.5161894,.02262258,.31959334,1.8044163e-06,.17397347,86.549385,290.6394,233.65791,18.81184,2.1230338,.11151495,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,57,71,57,73,11,75,58,9,75,65,45,74,61.913971,62,62,4,34,46,43,11
2017,467,393,Lac qui Parle,1.7151515e-07,.42530331,.017110202,.30870745,7.3284805e-09,.09948568,112.38525,337.6131,140.82613,197.9393,1.1488394,-.17998986,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,78,72,50,78,47,78,84,49,65,24,86,27,72.585243,73,73,4,23,41,46,13
2018,467,393,Lac qui Parle,.000098552453,.45494691,.034216195,.27610201,4.2173783e-06,.1446287,97.40403,172.78862,180.90001,18.343035,1.0404885,-.0080165323,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,66,66,57,76,20,77,70,17,17,58,72,21,60.688843,61,61,8,32,41,47,12
2012,520,530,Lake,0,.25294879,.03003733,.20290156,0,.020009916,114.99422,390.40918,,107.50165,,.10908642,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,87,69,83,44,65,44,77,58,72,,70,,80.214478,80,80,12,8,57,36,7
2013,520,530,Lake,0,.36358351,.03003733,.28294575,0,.050600424,113.31261,193.93701,216.12265,27.20941,1.6919339,-.06993562,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,85,70,77,70.5,42,70.5,78,52,62,49,64,50,77.821396,78,78,8,14,56,37,7
2014,520,530,Lake,0,.38899162,0,.26967987,0,.11931174,87.135742,248.91095,185.76535,9.2230024,1.4751569,.018956054,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,84,83.5,76,76.5,29,76.5,70,8,80,41,11,48,69.327942,69,69,0,31,51,40,10
2015,520,530,Lake,0,.28338614,0,.23221874,0,.051167395,101.11508,260.43234,177.92087,9.3225269,1.399586,-.17391576,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,87,82.5,82,79.5,66,79.5,85,36,79,54,14,50,81.944283,82,82,0,18,49,41,10
2016,520,530,Lake,0,.23906493,0,.19266872,0,.0463962,102.48406,257.40811,257.47189,15.379848,1.9608833,-.22827868,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,87,82,83,84,72,84,86,25,64,70,37,72,80.592636,81,81,0,19,46,43,11
2017,520,530,Lake,.048980575,.27642739,0,.22305997,.012364234,.053367414,102.2962,485.38589,413.88666,23.263527,3.201947,-.17596531,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,87,82,76,70,75,62,83,36,77,83,42,82,80.693878,81,81,0,19,41,46,13
2018,520,530,Lake,.045698728,.28221533,0,.21344778,.012364234,.06876754,99.845421,278.31406,146.99184,9.3225269,.85853404,-.09983401,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,87,82,76,68,57,62,78,20,73,25,20,4,75.63295,76,76,0,24,41,47,12
2012,296,171,Lake of the Woods,0,.41836333,0,.32533985,0,.093023494,95.567665,996.38208,,274.85519,,.52127624,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,79,83.5,64,44,26,44,55,20,86,,82,,77.7649,78,78,0,22,57,36,7
2013,296,171,Lake of the Woods,0,.4599666,0,.36694309,0,.093023494,92.885414,415.84015,500.92365,25.85746,4.5680208,.12459212,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,73,83.5,59,70.5,25,70.5,48,9,87,87,61,87,79.776031,80,80,0,20,56,37,7
2014,296,171,Lake of the Woods,0,.40009415,0,.30695936,0,.093134783,93.346397,260.10754,260.10754,25.627829,2.348424,-.010025435,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,83,83.5,70,76.5,43,76.5,72,18,83,74,81,82,76.721786,77,77,0,23,51,40,10
2015,296,171,Lake of the Woods,.067380026,.44088703,0,.34775224,.041603252,.093134783,92.612701,385.25235,116.31025,25.692644,1.0287182,.14547348,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,82,82.5,57,36,40,33,49,18,87,4,82,7,78.875587,79,79,0,21,49,41,10
2016,296,171,Lake of the Woods,.10000187,.43951142,0,.28437912,.041603252,.15513231,99.463425,433.05518,140.9973,240.69316,1.0574068,.15887664,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,77,82,64,44,18,33,43,21,82,10,87,7,64.703468,65,65,0,35,46,43,11
2017,296,171,Lake of the Woods,.1000015,.41778699,0,.24713221,.041603252,.17065477,75.998268,779.64862,133.50053,111.24813,.94282317,.18346785,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,80,82,66,54,17,45,37,2,84,17,84,4,59.152683,59,59,0,41,41,46,13
2018,296,171,Lake of the Woods,.067635901,.41339511,0,.25826281,.041603252,.15513231,87.171425,439.09964,125.73927,24.815424,1.0434761,.11833601,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,75,82,61,52,17,55,50,4,87,11,82,22,62.473598,62,62,0,38,41,47,12
2012,3985,3033,Le Sueur,0,.72053629,.030278435,.61593968,0,.07431823,125.87668,226.67433,,74.577721,,.63210058,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,23,68,13,44,34,44,40,69,38,,55,,85.483498,85,85,4,10,57,36,7
2013,3985,3033,Le Sueur,7.6712697e-18,.72380042,.030278435,.61920375,1.2931078e-18,.07431823,129.80673,208.38974,233.35199,30.236595,1.7346585,.069494098,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,27,69,18,52,35,53,64,69,72,52,70,53,85.548965,86,86,4,10,56,37,7
2014,3985,3033,Le Sueur,.043072432,.77953404,.090936303,.58166945,.079125762,.10692829,119.47179,207.43991,203.91246,9.3689966,1.5678389,.21238185,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,24,52,22,18,38,35,38,62,67,50,12,53,74.617584,75,75,12,14,51,40,10
2015,3985,3033,Le Sueur,.066480659,.72175974,.074779831,.53991914,.076435819,.10706075,121.4826,218.20544,171.51625,8.9163122,1.2879627,.22081642,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,30,53,22,20,34,34,35,64,71,47,11,36,74.805939,75,75,10,15,49,41,10
2016,3985,3033,Le Sueur,.061944798,.68540138,.077271454,.50437331,.077099405,.10375658,128.20808,224.92021,180.22861,9.2531881,1.2501593,.15185526,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,27,52,17,29,38,47,47,62,56,43,14,34,73.588028,74,74,11,15,46,43,11
2017,3985,3033,Le Sueur,.098485194,.68000323,.10901196,.47704181,.10613654,.093949467,126.40299,224.7112,169.70308,11.175435,1.2308419,.15686867,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,22,44,12,20,50,46,44,68,33,41,20,39,70.15287,70,70,16,14,41,46,13
2018,3985,3033,Le Sueur,.088981509,.67169201,.021955768,.48817414,.046308689,.1615621,124.45493,239.12042,177.8717,8.3716192,1.2514275,.22732338,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,19,70,11,46,11,45,28,54,68,56,11,53,72.678268,73,73,3,24,41,47,12
2012,386,278,Lincoln,0,.63893062,0,.63888806,0,.000042563468,97.034164,357.35306,,388.77722,,.8037765,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,33,83.5,7,44,82,44,25,23,70,,85,,99.99334,100,100,0,0,57,36,7
2013,386,278,Lincoln,0,.73048538,0,.7304492,0,.00003617895,105.18498,205.62927,220.35625,70.194138,2.1245112,.22985496,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,26,83.5,5,70.5,81,70.5,28,30,71,51,85,70,99.995049,100,100,0,0,56,37,7
2014,386,278,Lincoln,0,.93811303,0,.7446382,0,.19347481,87.54467,201.50937,221.60545,15.06447,2.1554518,.43466005,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,11,83.5,2,76.5,8,76.5,10,9,63,59,53,77,79.376175,79,79,0,21,51,40,10
2015,386,278,Lincoln,0,.80850422,0,.62489337,0,.18361084,76.507484,186.07362,204.62746,14.294562,2.0540092,.4272244,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,11,82.5,6,79.5,11,79.5,12,2,51,62,53,84,77.290054,77,77,0,23,49,41,10
2016,386,278,Lincoln,.00024591631,.75085688,0,.56721073,.00017428867,.18364614,78.496902,144.29951,263.17871,25.430212,2.8682044,.36952838,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,14,82,10,71,9,74,11,4,6,71,59,79,75.541794,76,76,0,24,46,43,11
